,loss,accuracy,val_loss,val_accuracy
0,0.6797925233840942,0.7686548233032227,0.694447934627533,0.8257434964179993
1,0.633874237537384,0.8358657956123352,0.6836956143379211,0.8501983880996704
2,0.6243345737457275,0.8485236167907715,0.6739420294761658,0.8586952686309814
3,0.6194096207618713,0.8561869263648987,0.6722701191902161,0.8554123640060425
4,0.6173096895217896,0.8599284291267395,0.669498085975647,0.8625048398971558
5,0.6149453520774841,0.8595635294914246,0.6659172773361206,0.8681752681732178
6,0.6112766861915588,0.8665936589241028,0.6636552214622498,0.8731610774993896
7,0.6089159846305847,0.8705286383628845,0.6677889823913574,0.8283241391181946
8,0.6072621941566467,0.8720630407333374,0.6598460674285889,0.8794459700584412
9,0.6066113114356995,0.8739975690841675,0.6605815887451172,0.8679997324943542
10,0.6056764721870422,0.8748109340667725,0.6608360409736633,0.8754256963729858
11,0.6054723858833313,0.8762662410736084,0.6594898700714111,0.8744426369667053
12,0.6055251359939575,0.8768465518951416,0.6578011512756348,0.8866261839866638
13,0.605111300945282,0.8779545426368713,0.6616171598434448,0.8848530650138855
14,0.6046523451805115,0.8782446980476379,0.658010721206665,0.8774797320365906
15,0.604436993598938,0.8780380487442017,0.6585009694099426,0.8754256963729858
16,0.6046077013015747,0.8791811466217041,0.6589918732643127,0.868842363357544
17,0.6043151617050171,0.8797746896743774,0.6566267609596252,0.88934725522995
18,0.603851854801178,0.880869448184967,0.6606099009513855,0.8713177442550659
19,0.603783905506134,0.8799285888671875,0.6587212681770325,0.8786032795906067
20,0.6036159992218018,0.8790273070335388,0.6568983793258667,0.887855052947998
21,0.6034529805183411,0.8802934885025024,0.6573959589004517,0.871668815612793
22,0.6035909056663513,0.8795505166053772,0.6565042734146118,0.8799375295639038
23,0.6034101247787476,0.8806847929954529,0.6568576097488403,0.8845897316932678
24,0.6036757826805115,0.8804253935813904,0.6572774648666382,0.881412148475647
25,0.6032344698905945,0.8825314044952393,0.6572943329811096,0.8786032795906067
26,0.6029205322265625,0.8821488618850708,0.6594172120094299,0.8799550533294678
27,0.6030807495117188,0.8803858757019043,0.6573057770729065,0.8834661841392517
28,0.603123664855957,0.8799901604652405,0.6591494083404541,0.8668234944343567
29,0.6036954522132874,0.8799154162406921,0.657119870185852,0.8871703743934631
30,0.6029788851737976,0.8810805082321167,0.6577767729759216,0.8838524222373962
31,0.6027747392654419,0.880992591381073,0.6558845043182373,0.8902426362037659
32,0.6026755571365356,0.8805837035179138,0.6573619842529297,0.8767423629760742
33,0.6029016971588135,0.8815861344337463,0.6554268002510071,0.8916821479797363
34,0.6026045680046082,0.8808606863021851,0.6563037633895874,0.8901548385620117
35,0.6029289364814758,0.8810760974884033,0.6579369902610779,0.879129946231842
36,0.602870762348175,0.8811992406845093,0.6566255688667297,0.8711421489715576
37,0.6029635667800903,0.8813706636428833,0.6581147313117981,0.8686844110488892
38,0.6024499535560608,0.8814629912376404,0.6570661067962646,0.8823777437210083
39,0.6025294065475464,0.8817927837371826,0.6600706577301025,0.87391597032547
40,0.6030884385108948,0.8797879219055176,0.6561772227287292,0.8777254819869995
41,0.6019638776779175,0.8825533986091614,0.6570191979408264,0.8858537077903748
42,0.6025131940841675,0.8822411894798279,0.6565699577331543,0.8839928507804871
43,0.60207200050354,0.8827072381973267,0.6579195857048035,0.8670868277549744
44,0.602352499961853,0.8832964301109314,0.6552243828773499,0.8930163979530334
45,0.6018431186676025,0.8831645250320435,0.6582473516464233,0.8756012916564941
46,0.6022490859031677,0.8819466233253479,0.6567224860191345,0.8768477439880371
47,0.6018922924995422,0.8821225166320801,0.6587216854095459,0.8791826367378235
48,0.6024155020713806,0.8823467493057251,0.6552311182022095,0.893402636051178
49,0.6022893190383911,0.882843554019928,0.6555036902427673,0.8919981718063354
50,0.6020286679267883,0.8831073641777039,0.6547784209251404,0.8934552669525146
51,0.6026971936225891,0.8822236061096191,0.6552467942237854,0.8827288150787354
52,0.6019639372825623,0.8836920857429504,0.6572457551956177,0.8819212913513184
53,0.6020497679710388,0.8833843469619751,0.6574825644493103,0.8705277442932129
54,0.6018522381782532,0.8823906779289246,0.6564987301826477,0.8883641958236694
55,0.6023975014686584,0.8816696405410767,0.6545791625976562,0.8970541954040527
56,0.6017375588417053,0.8826764822006226,0.6636849641799927,0.854218602180481
57,0.6015738248825073,0.8842548727989197,0.6542752981185913,0.8920157551765442
58,0.602182149887085,0.8819466233253479,0.6553796529769897,0.8797268271446228
59,0.6017200350761414,0.8831776976585388,0.654642641544342,0.8832905888557434
60,0.6020384430885315,0.8825753331184387,0.6549302339553833,0.8931217193603516
61,0.60154789686203,0.8835734128952026,0.6554511785507202,0.8920332789421082
62,0.6021456122398376,0.8836789131164551,0.6584525108337402,0.8729854822158813
63,0.6020073294639587,0.8839031457901001,0.6547091603279114,0.8937712907791138
64,0.6017292141914368,0.8836964964866638,0.6561237573623657,0.8937186002731323
65,0.6020616292953491,0.8827952146530151,0.6573212146759033,0.8715634942054749
66,0.6017541885375977,0.8831821084022522,0.65535968542099,0.8907341957092285
67,0.6020071506500244,0.884105384349823,0.6622342467308044,0.860222578048706
68,0.6015751957893372,0.8839383125305176,0.6542284488677979,0.8958603739738464
69,0.6019196510314941,0.8843691945075989,0.6559739708900452,0.881973922252655
70,0.6016029715538025,0.8852880597114563,0.6574401259422302,0.8971068263053894
71,0.601711630821228,0.8846153616905212,0.6571903824806213,0.8847652673721313
72,0.6017230153083801,0.8831776976585388,0.6574527025222778,0.8723008036613464
73,0.602139949798584,0.8829358816146851,0.6545198559761047,0.8882061839103699
74,0.6017061471939087,0.8853232264518738,0.6546716690063477,0.8882939219474792
75,0.6020123362541199,0.8837448358535767,0.6589999794960022,0.8696850538253784
76,0.6016601920127869,0.8838459849357605,0.6539416313171387,0.8874337077140808
77,0.601745069026947,0.8845054507255554,0.6564723253250122,0.8890839219093323
78,0.6012750864028931,0.8848395943641663,0.6546157598495483,0.8930515050888062
79,0.601334810256958,0.8841273784637451,0.6549938917160034,0.8900319337844849
80,0.6021236181259155,0.8831645250320435,0.656186044216156,0.8970015048980713
81,0.6014246344566345,0.8847560882568359,0.6548563241958618,0.8882763981819153
82,0.6017612814903259,0.8831601142883301,0.657316267490387,0.8729679584503174
83,0.6012476086616516,0.885213315486908,0.6552183628082275,0.8875917196273804
84,0.6013731956481934,0.8851693868637085,0.665800929069519,0.8102243542671204
85,0.6015196442604065,0.8836876749992371,0.6597862839698792,0.8583617210388184
86,0.6018003821372986,0.8842944502830505,0.6552199721336365,0.8823426365852356
87,0.6017459034919739,0.8836745023727417,0.6571027040481567,0.8799375295639038
88,0.6018813848495483,0.8834195137023926,0.6561858654022217,0.8765668272972107
89,0.6014238595962524,0.8847033381462097,0.6551165580749512,0.8941750526428223
90,0.60164475440979,0.8836789131164551,0.6543945074081421,0.8840630650520325
91,0.6017928123474121,0.8842152953147888,0.6546581387519836,0.8884344100952148
92,0.601509690284729,0.8847604990005493,0.6548125147819519,0.89398193359375
93,0.6017008423805237,0.8848220109939575,0.6563207507133484,0.8912081718444824
94,0.6013438105583191,0.8839910626411438,0.6555178761482239,0.8886450529098511
95,0.6015648245811462,0.8839207291603088,0.6574960947036743,0.8616095185279846
96,0.6015050411224365,0.8844263553619385,0.6559467315673828,0.8783223628997803
97,0.6015868186950684,0.8825358152389526,0.656271755695343,0.889101505279541
98,0.6013768315315247,0.8849890828132629,0.6570368409156799,0.8828341960906982
99,0.6016040444374084,0.8832964301109314,0.6553119421005249,0.8971770405769348
